Subject,Course Name,Course URL 
"Education & Teaching
          ",AP Physics 1,https://www.class-central.com/course/edx-ap-physics-1-7210
"Education & Teaching
          ",Supporting Girls in STEAM,https://www.class-central.com/course/canvas-network-supporting-girls-in-steam-6963
"Computer Science
          ",操作系统与虚拟化安全,https://www.class-central.com/course/coursera--2348
"Computer Science
          ",Embedded Hardware and Operating Systems,https://www.class-central.com/course/coursera-embedded-hardware-and-operating-systems-6826
"Computer Science
          ","Networks: Friends, Money, and Bytes",https://www.class-central.com/course/coursera-networks-friends-money-and-bytes-359
"Engineering
          ",Nanophotonic Modeling,https://www.class-central.com/course/edx-nanophotonic-modeling-6455
"Engineering
          ",Smart Grids: Electricity for the Future,https://www.class-central.com/course/edx-smart-grids-electricity-for-the-future-6481
"Engineering
          ",Hydraulique fluviale,https://www.class-central.com/course/edx-hydraulique-fluviale-6546
"Personal Development
          ",Desarrollo de habilidades sociales y comunicativas,https://www.class-central.com/course/miriadax-desarrollo-de-habilidades-sociales-y-comunicativas-12324
"Social Sciences
          ",China’s Economic Transformation Part 1: Economic Reform and Growth in China,https://www.class-central.com/course/coursera-china-s-economic-transformation-part-1-economic-reform-and-growth-in-china-8348
"Social Sciences
          ",International Women's Health and Human Rights,https://www.class-central.com/course/coursera-international-women-s-health-and-human-rights-8615
"Business
          ",Setting Expectations & Assessing Performance Issues,https://www.class-central.com/course/coursera-setting-expectations-assessing-performance-issues-5534
"Business
          ",Positioning: What you need for a successful Marketing Strategy,https://www.class-central.com/course/coursera-positioning-what-you-need-for-a-successful-marketing-strategy-6215
"Humanities
          ",中國人文經典導讀,https://www.class-central.com/course/coursera--7060
"Humanities
          ","Spanish Vocabulary: Sports, Travel, and the Home",https://www.class-central.com/course/coursera-spanish-vocabulary-sports-travel-and-the-home-8082
"Programming
          ",Software Development Process,https://www.class-central.com/course/udacity-software-development-process-2335
"Programming
          ",An Introduction to SAP HANA,https://www.class-central.com/course/opensap-an-introduction-to-sap-hana-1894
"Programming
          ",Cambridge GSCE Computing Online,https://www.class-central.com/course/independent-cambridge-gsce-computing-online-2780
"Health & Medicine
          ",The Biology of Water and Health – Fundamentals,https://www.class-central.com/course/edx-the-biology-of-water-and-health-fundamentals-2475
"Health & Medicine
          ",Perspectives on Disability,https://www.class-central.com/course/open-education-by-blackboard-perspectives-on-disability-1294
"Art & Design
          ",User Interface (UI) Personalization,https://www.class-central.com/course/edx-user-interface-ui-personalization-9945
"Art & Design
          ",Iniciación a la Creación Musical en Ableton Live 10,https://www.class-central.com/course/canvas-network-iniciacion-a-la-creacion-musical-en-ableton-live-10-7394
"Data Science
          ",Analyzing Data with Python,https://www.class-central.com/course/edx-analyzing-data-with-python-12531
"Data Science
          ",Data Science: Capstone,https://www.class-central.com/course/edx-data-science-capstone-10354
"Science
          ",Intro to Acoustics (Part 1),https://www.class-central.com/course/coursera-intro-to-acoustics-part-1-9614
"Science
          ",Essential Tools For The Low Carbon Economy,https://www.class-central.com/course/edx-essential-tools-for-the-low-carbon-economy-7859
"Mathematics
          ",Einführung in die Wahrscheinlichkeitstheorie,https://www.class-central.com/course/iversity-einfuhrung-in-die-wahrscheinlichkeitstheorie-1277
"Mathematics
          ","Unpredictable? Randomness, Chance and Free Will",https://www.class-central.com/course/coursera-unpredictable-randomness-chance-and-free-will-736
"Mathematics
          ",Convex Optimization,https://www.class-central.com/course/stanford-openedx-convex-optimization-1577
"Education & Teaching
          ",Practical Learning Analytics,https://www.class-central.com/course/edx-practical-learning-analytics-5975
"Education & Teaching
          ",Teaching Historical Inquiry with Objects,https://www.class-central.com/course/edx-teaching-historical-inquiry-with-objects-3320
"Education & Teaching
          ",Design and Development of Games for Learning,https://www.class-central.com/course/edx-design-and-development-of-games-for-learning-3217
"Computer Science
          ",Quantitative Formal Modeling and Worst-Case Performance Analysis,https://www.class-central.com/course/coursera-quantitative-formal-modeling-and-worst-case-performance-analysis-4864
"Computer Science
          ",A complexidade sensível: Um paralelo entre videogames e arte,https://www.class-central.com/course/coursera-a-complexidade-sensivel-um-paralelo-entre-videogames-e-arte-5778
"Engineering
          ",Introduzione a QGIS,https://www.class-central.com/course/eduopen-introduzione-a-qgis-7709
"Engineering
          ",Introduzione a Stata,https://www.class-central.com/course/eduopen-introduzione-a-stata-7718
"Social Sciences
          ",Сравнение и создание групп,https://www.class-central.com/course/coursera-----9447
"Social Sciences
          ",Психология межгрупповых отношений,https://www.class-central.com/course/coursera----9930
"Business
          ",The Digital Economy: Selling Through Customer Insight,https://www.class-central.com/course/futurelearn-the-digital-economy-selling-through-customer-insight-6392
"Business
          ",Project Management Project,https://www.class-central.com/course/coursera-project-management-project-5089
"Humanities
          ",Introduction to Who Wrote Shakespeare,https://www.class-central.com/course/coursera-introduction-to-who-wrote-shakespeare-10410
"Humanities
          ",Toledo: Deciphering Secrets of Medieval Spain,https://www.class-central.com/course/coursera-toledo-deciphering-secrets-of-medieval-spain-11499
"Humanities
          ",Emergencies and Disasters: Trends and Issues,https://www.class-central.com/course/futurelearn-emergencies-and-disasters-trends-and-issues-12391
"Programming
          ",Intro to AJAX,https://www.class-central.com/course/udacity-intro-to-ajax-2997
"Programming
          ",HTML5 Canvas,https://www.class-central.com/course/udacity-html5-canvas-2999
"Programming
          ",Intro to iOS App Development with Swift,https://www.class-central.com/course/udacity-intro-to-ios-app-development-with-swift-2861
"Health & Medicine
          ",Writing Skills for Health Care Providers,https://www.class-central.com/course/open-education-by-blackboard-writing-skills-for-health-care-providers-4148
"Health & Medicine
          ",Drugs in Fitness and Sport - Clean or Jerk?,https://www.class-central.com/course/open-education-by-blackboard-drugs-in-fitness-and-sport-clean-or-jerk-4149
"Art & Design
          ",Working with Motion & Time,https://www.class-central.com/course/kadenze-working-with-motion-time-7618
"Art & Design
          ",Piano I: Introduction to the Piano & Staff,https://www.class-central.com/course/kadenze-piano-i-introduction-to-the-piano-staff-7605
"Art & Design
          ","Digital Drawings: Points, Lines, Curves",https://www.class-central.com/course/kadenze-digital-drawings-points-lines-curves-8397
"Data Science
          ",Programming for Data Science,https://www.class-central.com/course/edx-programming-for-data-science-8162
"Data Science
          ",Algorithms and Data Structures Capstone,https://www.class-central.com/course/edx-algorithms-and-data-structures-capstone-10178
"Science
          ","Nuclear Energy: Science, Systems and Society",https://www.class-central.com/course/edx-nuclear-energy-science-systems-and-society-11884
"Science
          ",Drinking Water Treatment,https://www.class-central.com/course/edx-drinking-water-treatment-2145
"Science
          ",Human Reproduction,https://www.class-central.com/course/edx-human-reproduction-11418
"Mathematics
          ",Bases matemáticas: Integrales,https://www.class-central.com/course/upv-x-bases-matematicas-integrales-1744
"Mathematics
          ",Bases Matemáticas: números y terminología,https://www.class-central.com/course/upv-x-bases-matematicas-numeros-y-terminologia-1543
"Mathematics
          ",Introduction to Statistics: Descriptive Statistics,https://www.class-central.com/course/edx-introduction-to-statistics-descriptive-statistics-614
"Education & Teaching
          ",How to Teach High School Geometry,https://www.class-central.com/course/edx-how-to-teach-high-school-geometry-7075
"Education & Teaching
          ",Corso introduttivo di Fisica,https://www.class-central.com/course/eduopen-corso-introduttivo-di-fisica-7722
"Education & Teaching
          ",Teaching with Space and Astronomy in your Classroom,https://www.class-central.com/course/independent-teaching-with-space-and-astronomy-in-your-classroom-10742
"Computer Science
          ",Architecting Smart IoT Devices,https://www.class-central.com/course/coursera-architecting-smart-iot-devices-6839
"Engineering
          ",Communication Acoustics,https://www.class-central.com/course/edx-communication-acoustics-7048
"Engineering
          ",Seguridad en Sistemas de Control y Automatización Industrial,https://www.class-central.com/course/canvas-network-seguridad-en-sistemas-de-control-y-automatizacion-industrial-7499
"Engineering
          ","Cellular Solids 1: Structures, Properties and Engineering Applications",https://www.class-central.com/course/edx-cellular-solids-1-structures-properties-and-engineering-applications-5181
"Social Sciences
          ",Cross-border road transport in EU law context,https://www.class-central.com/course/coursera-cross-border-road-transport-in-eu-law-context-12380
"Social Sciences
          ",Securing Digital Democracy,https://www.class-central.com/course/coursera-securing-digital-democracy-337
"Business
          ",Starting a Business 3: Customers and Competitors,https://www.class-central.com/course/futurelearn-starting-a-business-3-customers-and-competitors-5010
"Business
          ",Finance for Everyone: Decisions,https://www.class-central.com/course/coursera-finance-for-everyone-decisions-6183
"Humanities
          ",Classics of Chinese Humanities: Guided Readings,https://www.class-central.com/course/coursera-classics-of-chinese-humanities-guided-readings-653
"Humanities
          ",史記 (Shi Ji),https://www.class-central.com/course/coursera--shi-ji-1652
"Programming
          ",Intro to jQuery,https://www.class-central.com/course/udacity-intro-to-jquery-2998
"Programming
          ",Intro to Relational Databases,https://www.class-central.com/course/udacity-intro-to-relational-databases-3253
"Health & Medicine
          ",Thinking Critically: Interpreting Randomized Clinical Trials,https://www.class-central.com/course/stanford-openedx-thinking-critically-interpreting-randomized-clinical-trials-5703
"Health & Medicine
          ",Congenital Hypothyroidism: What Every Primary Care Provider Needs to Know,https://www.class-central.com/course/stanford-openedx-congenital-hypothyroidism-what-every-primary-care-provider-needs-to-know-5698
"Health & Medicine
          ",Developing a Food Bank Nutrition Policy: A Guide to Procure Healthful Foods,https://www.class-central.com/course/canvas-network-developing-a-food-bank-nutrition-policy-a-guide-to-procure-healthful-foods-4035
"Art & Design
          ",Motion Design: Time and Technology,https://www.class-central.com/course/kadenze-motion-design-time-and-technology-7593
"Art & Design
          ",Everything about Orchids,https://www.class-central.com/course/desire2learn-everything-about-orchids-10344
"Data Science
          ",Computational Thinking and Big Data,https://www.class-central.com/course/edx-computational-thinking-and-big-data-8161
"Data Science
          ",Knowledge Management and Big Data in Business,https://www.class-central.com/course/edx-knowledge-management-and-big-data-in-business-3642
"Science
          ",Human Molecular Genetics,https://www.class-central.com/course/nptel-human-molecular-genetics-5803
"Science
          ",Sociology of Science,https://www.class-central.com/course/nptel-sociology-of-science-9918
"Mathematics
          ",Massively Multivariable Open Online Calculus Course,https://www.class-central.com/course/coursera-massively-multivariable-open-online-calculus-course-1812
"Mathematics
          ",Introduction to Statistics: Probability,https://www.class-central.com/course/edx-introduction-to-statistics-probability-828
"Education & Teaching
          ",Imparare a imparare: i DSA nella scuola delle competenze (2a ed.),https://www.class-central.com/course/eduopen-imparare-a-imparare-i-dsa-nella-scuola-delle-competenze-2a-ed-7693
"Education & Teaching
          ",Introduzione a R,https://www.class-central.com/course/eduopen-introduzione-a-r-7717
"Engineering
          ",Biological Engineering: Cellular Design Principles,https://www.class-central.com/course/edx-biological-engineering-cellular-design-principles-7509
"Engineering
          ",有限元分析与应用 | Finite Element Method (FEM) Analysis and Applications,https://www.class-central.com/course/edx--finite-element-method-fem-analysis-and-applications-4064
"Social Sciences
          ",Recovering the Humankind's Past and Saving the Universal Heritage,https://www.class-central.com/course/coursera-recovering-the-humankind-s-past-and-saving-the-universal-heritage-700
"Social Sciences
          ",Understanding Russians: Contexts of Intercultural Communication,https://www.class-central.com/course/coursera-understanding-russians-contexts-of-intercultural-communication-1379
"Business
          ","Making Successful Decisions through the Strategy, Law & Ethics Model",https://www.class-central.com/course/coursera-making-successful-decisions-through-the-strategy-law-ethics-model-6195
"Business
          ",Content Strategy for Professionals: Managing Content,https://www.class-central.com/course/coursera-content-strategy-for-professionals-managing-content-5762
"Humanities
          ",Effectively delivering the news to your audience,https://www.class-central.com/course/coursera-effectively-delivering-the-news-to-your-audience-5553
"Humanities
          ",Learn to Speak Korean 1,https://www.class-central.com/course/coursera-learn-to-speak-korean-1-6645
"Humanities
          ",The Science of Training Young Athletes,https://www.class-central.com/course/coursera-the-science-of-training-young-athletes-6208
"Programming
          ",BI Clients and Applications on SAP HANA,https://www.class-central.com/course/opensap-bi-clients-and-applications-on-sap-hana-2672
"Programming
          ",Introduction to SAP HANA Cloud Platform,https://www.class-central.com/course/opensap-introduction-to-sap-hana-cloud-platform-1346
"Health & Medicine
          ",Epidemics | 流行病学,https://www.class-central.com/course/edx-epidemics--2023
"Health & Medicine
          ","ETV: Paludismo, Dengue y Chikungunya",https://www.class-central.com/course/edx-etv-paludismo-dengue-y-chikungunya-3937
"Art & Design
          ",Exploring the Mixed Reality Landscape,https://www.class-central.com/course/kadenze-exploring-the-mixed-reality-landscape-7603
"Art & Design
          ",Making Typeface Families,https://www.class-central.com/course/kadenze-making-typeface-families-7615
"Data Science
          ",Processing Big Data with Azure Data Lake Analytics,https://www.class-central.com/course/edx-processing-big-data-with-azure-data-lake-analytics-7823
"Data Science
          ",Microsoft Professional Capstone : Big Data,https://www.class-central.com/course/edx-microsoft-professional-capstone-big-data-8648
"Science
          ",Applied Environmental Microbiology,https://www.class-central.com/course/nptel-applied-environmental-microbiology-10083
"Science
          ",Introduction To Professional Scientific Communication,https://www.class-central.com/course/nptel-introduction-to-professional-scientific-communication-10108
"Mathematics
          ",Mathe-MOOC: Mathematisch denken!,https://www.class-central.com/course/iversity-mathe-mooc-mathematisch-denken-993
"Mathematics
          ",Introduction to Statistics: Inference,https://www.class-central.com/course/edx-introduction-to-statistics-inference-932
"Education & Teaching
          ",Introduzione a MATLAB: il LABoratorio delle MATrici,https://www.class-central.com/course/eduopen-introduzione-a-matlab-il-laboratorio-delle-matrici-7733
"Education & Teaching
          ",OER के माध्यम से अध्यापक-शिक्षा का समृद्धिकरण: TESS-India,https://www.class-central.com/course/edx-oer-----------------tess-india-3232
"Engineering
          ",水力学 | Hydraulics,https://www.class-central.com/course/edx--hydraulics-4730
"Engineering
          ",Water and Wastewater Treatment Engineering: Biochemical Technology | 水处理工程：生物化学方法,https://www.class-central.com/course/edx-water-and-wastewater-treatment-engineering-biochemical-technology---5834
"Social Sciences
          ",Supporting children with difficulties in reading and writing,https://www.class-central.com/course/coursera-supporting-children-with-difficulties-in-reading-and-writing-2081
"Social Sciences
          ","Espace mondial, a French vision of Global studies",https://www.class-central.com/course/coursera-espace-mondial-a-french-vision-of-global-studies-2992
"Business
          ",Investment Strategies and Portfolio Analysis,https://www.class-central.com/course/coursera-investment-strategies-and-portfolio-analysis-7030
"Business
          ",Marketing Analytics: Data Tools and Techniques,https://www.class-central.com/course/edx-marketing-analytics-data-tools-and-techniques-6746
"Humanities
          ",Introduction to Ancient Egypt and Its Civilization,https://www.class-central.com/course/coursera-introduction-to-ancient-egypt-and-its-civilization-7326
"Humanities
          ",Étudier en France: French Intermediate course B1-B2,https://www.class-central.com/course/coursera-etudier-en-france-french-intermediate-course-b1-b2-7629
"Humanities
          ",Мой друг - робот: введение в социальную робототехнику / My Friend is a Robot: Introduction to Social Robotics,https://www.class-central.com/course/coursera--------my-friend-is-a-robot-introduction-to-social-robotics-7650
"Programming
          ",Next Steps in Software Development on SAP HANA,https://www.class-central.com/course/opensap-next-steps-in-software-development-on-sap-hana-2489
"Programming
          ",ABAP Development for SAP HANA,https://www.class-central.com/course/opensap-abap-development-for-sap-hana-2360
"Health & Medicine
          ",Prescription Drug Misuse and Addiction: Compassionate Care for a Complex Problem,https://www.class-central.com/course/stanford-openedx-prescription-drug-misuse-and-addiction-compassionate-care-for-a-complex-problem-5144
"Health & Medicine
          ",Optimizing Antimicrobial Therapy with Timeouts,https://www.class-central.com/course/stanford-openedx-optimizing-antimicrobial-therapy-with-timeouts-5694
"Art & Design
          ",Designing Synthesizer Sounds,https://www.class-central.com/course/kadenze-designing-synthesizer-sounds-9471
"Art & Design
          ",History of Chinese Costumes|中国服饰七千年,https://www.class-central.com/course/edx-history-of-chinese-costumes--9974
"Science
          ","Agriculture, Economics and Nature",https://www.class-central.com/course/coursera-agriculture-economics-and-nature-3067
"Science
          ",Metal Mediated Synthesis-I,https://www.class-central.com/course/nptel-metal-mediated-synthesis-i-9875
"Mathematics
          ",Metodi algebrici in Crittografia,https://www.class-central.com/course/federica-metodi-algebrici-in-crittografia-10686
"Education & Teaching
          ",(K-12/HE) Copyright for Educators,https://www.class-central.com/course/canvas-network-k-12-he-copyright-for-educators-7744
"Education & Teaching
          ",Five Strategies for Learning Online,https://www.class-central.com/course/independent-five-strategies-for-learning-online-10772
"Engineering
          ",工程地质学 | Geology and Engineering Geology,https://www.class-central.com/course/edx--geology-and-engineering-geology-4061
"Engineering
          ",Stuff You Don’t Learn in Engineering School,https://www.class-central.com/course/edx-stuff-you-don-t-learn-in-engineering-school-7839
"Business
          ",Supply Chain Logistics,https://www.class-central.com/course/coursera-supply-chain-logistics-6929
"Business
          ",Investigación de mercados y comportamiento del consumidor,https://www.class-central.com/course/coursera-investigacion-de-mercados-y-comportamiento-del-consumidor-6823
"Humanities
          ",Faith & Co.: Business on Purpose,https://www.class-central.com/course/canvas-network-faith-co-business-on-purpose-10726
"Humanities
          ",Science and Technology in the Silla Cultural Heritage,https://www.class-central.com/course/coursera-science-and-technology-in-the-silla-cultural-heritage-11046
"Humanities
          ",莊子─人情 (Zhuangzi─Between People),https://www.class-central.com/course/coursera---zhuangzi-between-people-12169
"Programming
          ",C++ Programming | C++程序设计,https://www.class-central.com/course/edx-c-programming-c--3243
"Programming
          ",JavaScript Testing,https://www.class-central.com/course/udacity-javascript-testing-3351
"Health & Medicine
          ",Going Out on a Limb: Anatomy of the Upper Limb,https://www.class-central.com/course/edx-going-out-on-a-limb-anatomy-of-the-upper-limb-4520
"Health & Medicine
          ","Dementia and Diversity in Primary Care: A Primer - Guidelines, Ethnic Differences, and Assessment",https://www.class-central.com/course/stanford-openedx-dementia-and-diversity-in-primary-care-a-primer-guidelines-ethnic-differences-and-assessment-10468
"Health & Medicine
          ",新药发现和药物靶点 | Drug Discovery and its Target,https://www.class-central.com/course/edx--drug-discovery-and-its-target-4416
"Art & Design
          ","Digital Modeling: Volume, Surface, Space",https://www.class-central.com/course/kadenze-digital-modeling-volume-surface-space-8401
"Art & Design
          ",Music Technology Foundations,https://www.class-central.com/course/edx-music-technology-foundations-6104
"Science
          ",Electronic Waste Management - Issues and Challenges,https://www.class-central.com/course/nptel-electronic-waste-management-issues-and-challenges-10111
"Science
          ",Organometallic Chemistry,https://www.class-central.com/course/nptel-organometallic-chemistry-10004
"Education & Teaching
          ",Peer Mentoring in STEM: Training for Mentors,https://www.class-central.com/course/canvas-network-peer-mentoring-in-stem-training-for-mentors-7064
"Education & Teaching
          ",Teaching With Technology and Inquiry: An Open Course For Teachers,https://www.class-central.com/course/edx-teaching-with-technology-and-inquiry-an-open-course-for-teachers-3481
"Engineering
          ",Introduction to the National Electrical Safety Code (NESC),https://www.class-central.com/course/edx-introduction-to-the-national-electrical-safety-code-nesc-7507
"Engineering
          ",Vacuum Systems and Technology,https://www.class-central.com/course/edx-vacuum-systems-and-technology-7885
"Engineering
          ",Innovation and Competition: Succeeding through Global Standards,https://www.class-central.com/course/edx-innovation-and-competition-succeeding-through-global-standards-5799
"Business
          ",Finance for Non-Financial Managers,https://www.class-central.com/course/coursera-finance-for-non-financial-managers-6948
"Business
          ",Valuation for Startups Using Multiple Approach,https://www.class-central.com/course/coursera-valuation-for-startups-using-multiple-approach-6974
"Humanities
          ",Emergency and Disaster Training and Exercising: An Introduction,https://www.class-central.com/course/futurelearn-emergency-and-disaster-training-and-exercising-an-introduction-12392
"Humanities
          ",東坡詞 (Ci Poetry of Su Dong Po),https://www.class-central.com/course/coursera--ci-poetry-of-su-dong-po-3318
"Humanities
          ",The Holocaust: The Destruction of European Jewry,https://www.class-central.com/course/coursera-the-holocaust-the-destruction-of-european-jewry-4222
"Programming
          ",UIKit Fundamentals,https://www.class-central.com/course/udacity-uikit-fundamentals-3350
"Programming
          ","Language, Proof and Logic",https://www.class-central.com/course/stanford-openedx-language-proof-and-logic-2340
"Health & Medicine
          ",Global Health Case Studies from a Biosocial Perspective,https://www.class-central.com/course/edx-global-health-case-studies-from-a-biosocial-perspective-1619
"Health & Medicine
          ",Clinical Management of HIV,https://www.class-central.com/course/iversity-clinical-management-of-hiv-5766
"Art & Design
          ",Typography in Graphic Design,https://www.class-central.com/course/kadenze-typography-in-graphic-design-7616
"Art & Design
          ",Camera Essentials,https://www.class-central.com/course/kadenze-camera-essentials-7606
"Science
          ",Environmental Challenges: Justice in Natural Resource Management,https://www.class-central.com/course/futurelearn-environmental-challenges-justice-in-natural-resource-management-6373
"Science
          ",Biochemistry,https://www.class-central.com/course/nptel-biochemistry-5229
"Science
          ",Bioreactors,https://www.class-central.com/course/nptel-bioreactors-5801
"Business
          ",Accounting and Finance for IT professionals,https://www.class-central.com/course/coursera-accounting-and-finance-for-it-professionals-7186
"Business
          ",European Business Law: Competing in Europe,https://www.class-central.com/course/coursera-european-business-law-competing-in-europe-7756
"Business
          ",Personal Leadership Development Planning and Leading High Performing Teams,https://www.class-central.com/course/coursera-personal-leadership-development-planning-and-leading-high-performing-teams-7768
"Humanities
          ",The Talmud: A Methodological Introduction,https://www.class-central.com/course/coursera-the-talmud-a-methodological-introduction-5915
"Humanities
          ",Philosophy and the Sciences: Introduction to the Philosophy of Cognitive Sciences,https://www.class-central.com/course/coursera-philosophy-and-the-sciences-introduction-to-the-philosophy-of-cognitive-sciences-7055
"Programming
          ",Responsive Images,https://www.class-central.com/course/udacity-responsive-images-3352
"Programming
          ",iOS Networking with Swift,https://www.class-central.com/course/udacity-ios-networking-with-swift-3393
"Health & Medicine
          ",Medicating for Mental Health: Judicious Use of Psychiatric Drugs,https://www.class-central.com/course/edx-medicating-for-mental-health-judicious-use-of-psychiatric-drugs-3706
"Health & Medicine
          ",An Introduction to Global Health,https://www.class-central.com/course/edx-an-introduction-to-global-health-1841
"Health & Medicine
          ",Health Professional Teaching Skills – Level 2 – Strategies,https://www.class-central.com/course/edx-health-professional-teaching-skills-level-2-strategies-5856
"Art & Design
          ",À la découverte du théâtre classique français – Tome 1,https://www.class-central.com/course/edx-a-la-decouverte-du-theatre-classique-francais-tome-1-4365
"Art & Design
          ",Piano II: Focus on Reading,https://www.class-central.com/course/kadenze-piano-ii-focus-on-reading-7612
"Art & Design
          ",Basic 3D Modeling using Blender,https://www.class-central.com/course/edx-basic-3d-modeling-using-blender-10315
"Business
          ",Professional Skills for International Business,https://www.class-central.com/course/coursera-professional-skills-for-international-business-8038
"Business
          ",Правовые формы ведения бизнеса в России,https://www.class-central.com/course/coursera-------8552
"Programming
          ",Authentication & Authorization: OAuth,https://www.class-central.com/course/udacity-authentication-authorization-oauth-3523
"Programming
          ",A/B Testing,https://www.class-central.com/course/udacity-a-b-testing-3528
"Health & Medicine
          ",The Science of Global Health Implementation,https://www.class-central.com/course/iversity-the-science-of-global-health-implementation-5938
"Health & Medicine
          ",So you want to work in the Pharmaceutical Industry,https://www.class-central.com/course/canvas-network-so-you-want-to-work-in-the-pharmaceutical-industry-833
"Art & Design
          ",Pattern Studying and Making|图案审美与创作,https://www.class-central.com/course/edx-pattern-studying-and-making--10261
"Art & Design
          ", Creating and Capturing Mixed Reality,https://www.class-central.com/course/kadenze-creating-and-capturing-mixed-reality-7607
"Business
          ",Marketing estratégico: claves para competir con éxito,https://www.class-central.com/course/coursera-marketing-estrategico-claves-para-competir-con-exito-8576
"Business
          ",Using Open Data for Digital Business,https://www.class-central.com/course/futurelearn-using-open-data-for-digital-business-8153
"Programming
          ",Browser Rendering Optimization,https://www.class-central.com/course/udacity-browser-rendering-optimization-3524
"Health & Medicine
          ",Fondamenti di Medicina Riabilitativa,https://www.class-central.com/course/eduopen-fondamenti-di-medicina-riabilitativa-7690
"Health & Medicine
          ",Comprendere l’epidemia “diabesità”,https://www.class-central.com/course/eduopen-comprendere-l-epidemia-diabesita-7684
"Art & Design
          ",SAP Leonardo Design-Led Engagements Basics,https://www.class-central.com/course/opensap-sap-leonardo-design-led-engagements-basics-10637
"Art & Design
          ",Motion Design: Title Transformation,https://www.class-central.com/course/kadenze-motion-design-title-transformation-7594
"Business
          ",Qualitative Research,https://www.class-central.com/course/coursera-qualitative-research-9093
"Business
          ",Global Impact: Cultural Psychology,https://www.class-central.com/course/coursera-global-impact-cultural-psychology-9048
"Health & Medicine
          ",Introduction to Osteopathic Medicine,https://www.class-central.com/course/canvas-network-introduction-to-osteopathic-medicine-6077
"Health & Medicine
          ",Dementia and Diversity in Primary Care: Latino Populations,https://www.class-central.com/course/stanford-openedx-dementia-and-diversity-in-primary-care-latino-populations-10466
"Business
          ",Контекстная реклама. Google AdWords,https://www.class-central.com/course/coursera---google-adwords-9517
"Business
          ","Бизнес-процессы, организационное проектирование, механизмы и системы управления",https://www.class-central.com/course/coursera---------9548
"Business
          ",Capstone: Creating A Sustainability Proposal,https://www.class-central.com/course/coursera-capstone-creating-a-sustainability-proposal-9466
"Business
          ",Innovation Strategy: Developing Your Fintech strategy,https://www.class-central.com/course/coursera-innovation-strategy-developing-your-fintech-strategy-9308
"Business
          ",Digital Competition in Financial Services,https://www.class-central.com/course/coursera-digital-competition-in-financial-services-9310
"Business
          ",Accounting Analysis II: Measurement and Disclosure of Liabilities,https://www.class-central.com/course/coursera-accounting-analysis-ii-measurement-and-disclosure-of-liabilities-9113
"Personal Development
          ",Using Virtual Scenarios to Create Effective Learning,https://www.class-central.com/course/futurelearn-using-virtual-scenarios-to-create-effective-learning-10610
"Personal Development
          ",Career Credentials: Evidence Your Self-management Skills,https://www.class-central.com/course/futurelearn-career-credentials-evidence-your-self-management-skills-12192
"Personal Development
          ",Becoming Career Smart: How to Sell Yourself,https://www.class-central.com/course/futurelearn-becoming-career-smart-how-to-sell-yourself-8035
"Personal Development
          ",Using Creative Problem Solving,https://www.class-central.com/course/futurelearn-using-creative-problem-solving-8662
"Personal Development
          ",Finding Common Ground Teach-Out,https://www.class-central.com/course/coursera-finding-common-ground-teach-out-12272
"Personal Development
          ",Digital Skills: Retail,https://www.class-central.com/course/futurelearn-digital-skills-retail-9781
"Personal Development
          ",Professional Resilience: Building Skills to Thrive,https://www.class-central.com/course/futurelearn-professional-resilience-building-skills-to-thrive-9356
"Personal Development
          ",Staying Safe: How to be Prepared in the Modern World,https://www.class-central.com/course/futurelearn-staying-safe-how-to-be-prepared-in-the-modern-world-12191
"Personal Development
          ",Communicating Complex Information: Presenting Your Ideas Clearly and Effectively,https://www.class-central.com/course/futurelearn-communicating-complex-information-presenting-your-ideas-clearly-and-effectively-8117
"Education & Teaching
          ",Study Abroad USA: Building Capacity for US Institutions,https://www.class-central.com/course/edx-study-abroad-usa-building-capacity-for-us-institutions-6848
"Education & Teaching
          ",(HE) Ohio Standards for Educator Preparation,https://www.class-central.com/course/canvas-network-he-ohio-standards-for-educator-preparation-8061
"Education & Teaching
          ",IT Fundamentals for Business Professionals: Software development,https://www.class-central.com/course/edx-it-fundamentals-for-business-professionals-software-development-3788
"Education & Teaching
          ",IT Fundamentals for Business Professionals: Social implications,https://www.class-central.com/course/edx-it-fundamentals-for-business-professionals-social-implications-3784
"Education & Teaching
          ",IT Fundamentals for Business Professionals: Programming,https://www.class-central.com/course/edx-it-fundamentals-for-business-professionals-programming-3785
"Education & Teaching
          ",IT Fundamentals for Business Professionals: Hardware,https://www.class-central.com/course/edx-it-fundamentals-for-business-professionals-hardware-3786
"Education & Teaching
          ",Libraries Leading with TV Whitespace,https://www.class-central.com/course/canvas-network-libraries-leading-with-tv-whitespace-8018
"Computer Science
          ",Programming with Cloud IoT Platforms,https://www.class-central.com/course/coursera-programming-with-cloud-iot-platforms-12536
"Education & Teaching
          ",Design and Development of Educational Technology,https://www.class-central.com/course/edx-design-and-development-of-educational-technology-2295
"Education & Teaching
          ",Future Classroom Scenarios,https://www.class-central.com/course/independent-future-classroom-scenarios-10770
"Education & Teaching
          ",(K-12/HE) The World is Open! Discovering Powerful Online Resources and Tools for Learning,https://www.class-central.com/course/canvas-network-k-12-he-the-world-is-open-discovering-powerful-online-resources-and-tools-for-learning-8192
